Timestamp: 1542888745.948918104, Depth: 388.33078003
Timestamp: 1542888746.852777004, Depth: 388.30053711
Timestamp: 1542888746.865819931, Depth: 388.33078003
Timestamp: 1542888746.878695011, Depth: 388.33078003
Timestamp: 1542888746.891618967, Depth: 388.30053711
Timestamp: 1542888746.904643059, Depth: 388.27029419
Timestamp: 1542888746.917778969, Depth: 388.33078003
Timestamp: 1542888746.930955887, Depth: 388.33078003
Timestamp: 1542888746.944024086, Depth: 388.36102295
Timestamp: 1542888746.957415819, Depth: 388.30053711
Timestamp: 1542888746.970453024, Depth: 388.36102295
Timestamp: 1542888746.984915018, Depth: 388.24005127
Timestamp: 1542888746.998029709, Depth: 388.30053711
Timestamp: 1542888747.011121035, Depth: 388.27029419
Timestamp: 1542888747.024216175, Depth: 388.24005127
Timestamp: 1542888747.037574053, Depth: 388.39126587
Timestamp: 1542888747.050646067, Depth: 388.24005127
Timestamp: 1542888747.064256907, Depth: 388.24005127
Timestamp: 1542888747.077317238, Depth: 388.36102295
Timestamp: 1542888747.090254068, Depth: 388.27029419
Timestamp: 1542888747.103066921, Depth: 388.33078003
Timestamp: 1542888747.116224051, Depth: 388.27029419
Timestamp: 1542888747.129126072, Depth: 388.36102295
Timestamp: 1542888747.142118931, Depth: 388.36102295
Timestamp: 1542888747.155299902, Depth: 388.33078003
Timestamp: 1542888747.168353081, Depth: 388.20980835
Timestamp: 1542888747.181387663, Depth: 388.30053711
Timestamp: 1542888747.194231033, Depth: 388.30053711
Timestamp: 1542888747.207144022, Depth: 388.36102295
Timestamp: 1542888747.220334053, Depth: 388.20980835
Timestamp: 1542888747.235244036, Depth: 388.24005127
Timestamp: 1542888747.248455286, Depth: 388.24005127
Timestamp: 1542888747.261487961, Depth: 388.36102295
Timestamp: 1542888747.274652004, Depth: 388.33078003
Timestamp: 1542888747.287610769, Depth: 388.24005127
Timestamp: 1542888747.300498962, Depth: 388.27029419
Timestamp: 1542888747.313656092, Depth: 388.36102295
Timestamp: 1542888747.326642036, Depth: 388.33078003
Timestamp: 1542888747.339704037, Depth: 388.27029419
Timestamp: 1542888747.352941990, Depth: 388.39126587
Timestamp: 1542888747.365866899, Depth: 388.36102295
Timestamp: 1542888747.378757238, Depth: 388.24005127
Timestamp: 1542888747.391948938, Depth: 388.17956543
Timestamp: 1542888747.404998064, Depth: 388.27029419
Timestamp: 1542888747.417875051, Depth: 388.36102295
Timestamp: 1542888747.430941105, Depth: 388.27029419
Timestamp: 1542888747.443901300, Depth: 388.42150879
Timestamp: 1542888747.456918955, Depth: 388.30053711
Timestamp: 1542888747.470088005, Depth: 388.24005127
Timestamp: 1542888747.483144045, Depth: 388.33078003
Timestamp: 1542888747.497176886, Depth: 388.24005127
Timestamp: 1542888747.510373116, Depth: 388.24005127
Timestamp: 1542888747.523652077, Depth: 388.33078003
Timestamp: 1542888747.536725998, Depth: 388.27029419
Timestamp: 1542888747.549814939, Depth: 388.24005127
Timestamp: 1542888747.562808990, Depth: 388.24005127
Timestamp: 1542888747.575959921, Depth: 388.33078003
Timestamp: 1542888747.589024067, Depth: 388.30053711
Timestamp: 1542888747.602264881, Depth: 388.20980835
Timestamp: 1542888747.615437031, Depth: 388.30053711
Timestamp: 1542888747.628516912, Depth: 388.27029419
Timestamp: 1542888747.641978025, Depth: 388.24005127
Timestamp: 1542888747.655095100, Depth: 388.36102295
Timestamp: 1542888747.668150902, Depth: 388.24005127
Timestamp: 1542888747.681179047, Depth: 388.24005127
Timestamp: 1542888747.694070101, Depth: 388.24005127
Timestamp: 1542888747.707093954, Depth: 388.24005127
Timestamp: 1542888747.719980955, Depth: 388.24005127
Timestamp: 1542888747.733384848, Depth: 388.33078003
Timestamp: 1542888747.746383905, Depth: 388.17956543
Timestamp: 1542888747.759397984, Depth: 388.24005127
Timestamp: 1542888747.772346973, Depth: 388.24005127
Timestamp: 1542888747.785156012, Depth: 388.33078003
Timestamp: 1542888747.798094988, Depth: 388.27029419
Timestamp: 1542888747.810990095, Depth: 388.27029419
Timestamp: 1542888747.823868275, Depth: 388.20980835
Timestamp: 1542888747.836941004, Depth: 388.30053711
Timestamp: 1542888747.850275993, Depth: 388.36102295
Timestamp: 1542888747.863466978, Depth: 388.33078003
Timestamp: 1542888747.876459122, Depth: 388.20980835
Timestamp: 1542888747.889538050, Depth: 388.24005127
Timestamp: 1542888747.902543068, Depth: 388.33078003
Timestamp: 1542888747.915688038, Depth: 388.24005127
Timestamp: 1542888747.928714037, Depth: 388.30053711
Timestamp: 1542888747.941537142, Depth: 388.20980835
Timestamp: 1542888747.954648972, Depth: 388.24005127
Timestamp: 1542888747.967789888, Depth: 388.24005127
Timestamp: 1542888747.980971098, Depth: 388.30053711
Timestamp: 1542888747.994075060, Depth: 388.24005127
Timestamp: 1542888748.007430077, Depth: 388.24005127
Timestamp: 1542888748.020517111, Depth: 388.24005127
Timestamp: 1542888748.034610987, Depth: 388.36102295
Timestamp: 1542888748.048029900, Depth: 388.30053711
Timestamp: 1542888748.061489105, Depth: 388.33078003
Timestamp: 1542888748.074462891, Depth: 388.14932251
Timestamp: 1542888748.087452888, Depth: 388.33078003
Timestamp: 1542888748.100604057, Depth: 388.36102295
Timestamp: 1542888748.113465071, Depth: 388.33078003
Timestamp: 1542888748.126544952, Depth: 388.24005127
Timestamp: 1542888748.139832020, Depth: 388.20980835
Timestamp: 1542888748.153131962, Depth: 388.24005127
Timestamp: 1542888748.166377068, Depth: 388.24005127
Timestamp: 1542888748.179435968, Depth: 388.36102295
Timestamp: 1542888748.192646980, Depth: 388.27029419
Timestamp: 1542888748.205503941, Depth: 388.27029419
Timestamp: 1542888748.218596935, Depth: 388.27029419
Timestamp: 1542888748.231718063, Depth: 388.36102295
Timestamp: 1542888748.245084047, Depth: 388.20980835
Timestamp: 1542888748.258074045, Depth: 388.27029419
Timestamp: 1542888748.271105051, Depth: 388.30053711
Timestamp: 1542888748.284472942, Depth: 388.30053711
Timestamp: 1542888748.298181057, Depth: 388.33078003
Timestamp: 1542888748.311007023, Depth: 388.24005127
Timestamp: 1542888748.324240923, Depth: 388.24005127
Timestamp: 1542888748.337246895, Depth: 388.20980835
Timestamp: 1542888748.350627184, Depth: 388.20980835
Timestamp: 1542888748.363807917, Depth: 388.24005127
Timestamp: 1542888748.376831055, Depth: 388.27029419
Timestamp: 1542888748.389852047, Depth: 388.30053711
Timestamp: 1542888748.402932882, Depth: 388.17956543
Timestamp: 1542888748.415976048, Depth: 388.33078003
Timestamp: 1542888748.429230928, Depth: 388.20980835
Timestamp: 1542888748.442367077, Depth: 388.24005127
Timestamp: 1542888748.455456018, Depth: 388.33078003
Timestamp: 1542888748.468716145, Depth: 388.27029419
Timestamp: 1542888748.482295990, Depth: 388.20980835
Timestamp: 1542888748.495656967, Depth: 388.33078003
Timestamp: 1542888748.509181023, Depth: 388.14932251
Timestamp: 1542888748.522634029, Depth: 388.14932251
Timestamp: 1542888748.536236048, Depth: 388.30053711
Timestamp: 1542888748.549498081, Depth: 388.24005127
Timestamp: 1542888748.562536001, Depth: 388.20980835
Timestamp: 1542888748.575493097, Depth: 388.20980835
Timestamp: 1542888748.588694096, Depth: 388.24005127
Timestamp: 1542888748.601768970, Depth: 388.20980835
Timestamp: 1542888748.615047932, Depth: 388.17956543
Timestamp: 1542888748.628196955, Depth: 388.27029419
Timestamp: 1542888748.641385078, Depth: 388.36102295
Timestamp: 1542888748.654333115, Depth: 388.33078003
Timestamp: 1542888748.667367935, Depth: 388.33078003
Timestamp: 1542888748.680393934, Depth: 388.24005127
Timestamp: 1542888748.693341017, Depth: 388.24005127
Timestamp: 1542888748.706197023, Depth: 388.24005127
Timestamp: 1542888748.719402075, Depth: 388.24005127
Timestamp: 1542888748.732846737, Depth: 388.36102295
Timestamp: 1542888748.745923042, Depth: 388.14932251
Timestamp: 1542888748.759232998, Depth: 388.20980835
Timestamp: 1542888748.772243977, Depth: 388.17956543
Timestamp: 1542888748.785434008, Depth: 388.24005127
Timestamp: 1542888748.798918962, Depth: 388.27029419
Timestamp: 1542888748.812014103, Depth: 388.20980835
Timestamp: 1542888748.825083017, Depth: 388.27029419
Timestamp: 1542888748.838100910, Depth: 388.20980835
Timestamp: 1542888748.851013899, Depth: 388.24005127
Timestamp: 1542888748.864418983, Depth: 388.17956543
Timestamp: 1542888748.877506018, Depth: 388.27029419
Timestamp: 1542888748.890728951, Depth: 388.36102295
Timestamp: 1542888748.903913021, Depth: 388.30053711
Timestamp: 1542888748.917037010, Depth: 388.27029419
Timestamp: 1542888748.929900885, Depth: 388.24005127
Timestamp: 1542888748.943079948, Depth: 388.30053711
Timestamp: 1542888748.956114292, Depth: 388.24005127
Timestamp: 1542888748.969201803, Depth: 388.14932251
Timestamp: 1542888748.982968092, Depth: 388.20980835
Timestamp: 1542888748.996025085, Depth: 388.20980835
Timestamp: 1542888749.009114027, Depth: 388.17956543
Timestamp: 1542888749.022064924, Depth: 388.20980835
Timestamp: 1542888749.035293102, Depth: 388.24005127
Timestamp: 1542888749.048183918, Depth: 388.24005127
Timestamp: 1542888749.061105013, Depth: 388.24005127
Timestamp: 1542888749.074270964, Depth: 388.20980835
Timestamp: 1542888749.087088108, Depth: 388.20980835
Timestamp: 1542888749.100054979, Depth: 388.17956543
Timestamp: 1542888749.112952948, Depth: 388.14932251
Timestamp: 1542888749.126066923, Depth: 388.20980835
Timestamp: 1542888749.139482975, Depth: 388.24005127
Timestamp: 1542888749.152548075, Depth: 388.17956543
Timestamp: 1542888749.165469885, Depth: 388.20980835
Timestamp: 1542888749.179080009, Depth: 388.20980835
Timestamp: 1542888749.192220926, Depth: 388.14932251
Timestamp: 1542888749.205286026, Depth: 388.20980835
Timestamp: 1542888749.218287945, Depth: 388.24005127
Timestamp: 1542888749.231430054, Depth: 388.20980835
Timestamp: 1542888749.244519949, Depth: 388.24005127
Timestamp: 1542888749.257618904, Depth: 388.27029419
Timestamp: 1542888749.270781994, Depth: 388.33078003
Timestamp: 1542888749.284097910, Depth: 388.30053711
Timestamp: 1542888749.297060013, Depth: 388.27029419
Timestamp: 1542888749.310247898, Depth: 388.24005127
Timestamp: 1542888749.323618889, Depth: 388.36102295
Timestamp: 1542888749.336625099, Depth: 388.30053711
Timestamp: 1542888749.349716902, Depth: 388.24005127
Timestamp: 1542888749.362967968, Depth: 388.24005127
Timestamp: 1542888749.376020908, Depth: 388.27029419
Timestamp: 1542888749.389301062, Depth: 388.30053711
Timestamp: 1542888749.402354002, Depth: 388.14932251
Timestamp: 1542888749.415304899, Depth: 388.20980835
Timestamp: 1542888749.428667068, Depth: 388.14932251
Timestamp: 1542888749.441832304, Depth: 388.24005127
Timestamp: 1542888749.455310106, Depth: 388.20980835
Timestamp: 1542888749.468915939, Depth: 388.24005127
Timestamp: 1542888749.482998133, Depth: 388.24005127
Timestamp: 1542888749.496007919, Depth: 388.17956543
Timestamp: 1542888749.508969069, Depth: 388.27029419
Timestamp: 1542888749.522111893, Depth: 388.20980835
Timestamp: 1542888749.535554886, Depth: 388.17956543
Timestamp: 1542888749.548835039, Depth: 388.27029419
Timestamp: 1542888749.562047005, Depth: 388.27029419
Timestamp: 1542888749.575267076, Depth: 388.24005127
Timestamp: 1542888749.588268042, Depth: 388.30053711
Timestamp: 1542888749.601146936, Depth: 388.24005127
Timestamp: 1542888749.614375114, Depth: 388.24005127
Timestamp: 1542888749.627732992, Depth: 388.20980835
Timestamp: 1542888749.640892982, Depth: 388.20980835
Timestamp: 1542888749.654040098, Depth: 388.27029419
Timestamp: 1542888749.667222977, Depth: 388.14932251
Timestamp: 1542888749.680407047, Depth: 388.24005127
Timestamp: 1542888749.693483114, Depth: 388.30053711
Timestamp: 1542888749.706624031, Depth: 388.27029419
Timestamp: 1542888749.719639063, Depth: 388.24005127
Timestamp: 1542888749.733381033, Depth: 388.20980835
Timestamp: 1542888749.746711016, Depth: 388.24005127
Timestamp: 1542888749.759972095, Depth: 388.27029419
Timestamp: 1542888749.773037910, Depth: 388.36102295
Timestamp: 1542888749.786223888, Depth: 388.24005127
Timestamp: 1542888749.799366951, Depth: 388.24005127
Timestamp: 1542888749.812498093, Depth: 388.17956543
Timestamp: 1542888749.825489044, Depth: 388.24005127
Timestamp: 1542888749.838466883, Depth: 388.14932251
Timestamp: 1542888749.851898909, Depth: 388.20980835
Timestamp: 1542888749.865164042, Depth: 388.24005127
Timestamp: 1542888749.878283024, Depth: 388.17956543
Timestamp: 1542888749.891480923, Depth: 388.24005127
Timestamp: 1542888749.904506922, Depth: 388.14932251
Timestamp: 1542888749.917607069, Depth: 388.24005127
Timestamp: 1542888749.930916071, Depth: 388.30053711
Timestamp: 1542888749.944190979, Depth: 388.27029419
Timestamp: 1542888749.957295895, Depth: 388.14932251
Timestamp: 1542888749.970510960, Depth: 388.24005127
Timestamp: 1542888749.983405113, Depth: 388.20980835
Timestamp: 1542888749.996267080, Depth: 388.17956543
Timestamp: 1542888750.009403944, Depth: 388.27029419
Timestamp: 1542888750.022448778, Depth: 388.20980835
Timestamp: 1542888750.035438061, Depth: 388.17956543
Timestamp: 1542888750.048317909, Depth: 388.24005127
Timestamp: 1542888750.061413050, Depth: 388.24005127
Timestamp: 1542888750.074574947, Depth: 388.24005127
Timestamp: 1542888750.087610960, Depth: 388.14932251
Timestamp: 1542888750.100671053, Depth: 388.20980835
Timestamp: 1542888750.113559008, Depth: 388.24005127
Timestamp: 1542888750.127532959, Depth: 388.27029419
Timestamp: 1542888750.140510321, Depth: 388.27029419
Timestamp: 1542888750.153395891, Depth: 388.24005127
Timestamp: 1542888750.166471004, Depth: 388.20980835
Timestamp: 1542888750.179502964, Depth: 388.17956543
Timestamp: 1542888750.192413092, Depth: 388.24005127
Timestamp: 1542888750.205652952, Depth: 388.24005127
Timestamp: 1542888750.218772888, Depth: 388.30053711
Timestamp: 1542888750.231575012, Depth: 388.20980835
Timestamp: 1542888750.244379044, Depth: 388.20980835
Timestamp: 1542888750.257169962, Depth: 388.24005127
Timestamp: 1542888750.270230055, Depth: 388.14932251
Timestamp: 1542888750.283117056, Depth: 388.27029419
Timestamp: 1542888750.296186924, Depth: 388.27029419
Timestamp: 1542888750.309139967, Depth: 388.30053711
Timestamp: 1542888750.322102070, Depth: 388.17956543
Timestamp: 1542888750.336052895, Depth: 388.27029419
Timestamp: 1542888750.349498034, Depth: 388.24005127
Timestamp: 1542888750.362616062, Depth: 388.24005127
Timestamp: 1542888750.375833035, Depth: 388.24005127
Timestamp: 1542888750.388927937, Depth: 388.24005127
Timestamp: 1542888750.402254105, Depth: 388.30053711
Timestamp: 1542888750.415395021, Depth: 388.24005127
Timestamp: 1542888750.428695917, Depth: 388.33078003
Timestamp: 1542888750.441776037, Depth: 388.20980835
Timestamp: 1542888750.454926729, Depth: 388.20980835
Timestamp: 1542888750.468008995, Depth: 388.24005127
Timestamp: 1542888750.480962992, Depth: 388.17956543
Timestamp: 1542888750.493957996, Depth: 388.24005127
Timestamp: 1542888750.506901979, Depth: 388.24005127
Timestamp: 1542888750.520128965, Depth: 388.24005127
Timestamp: 1542888750.533360958, Depth: 388.24005127
Timestamp: 1542888750.546874046, Depth: 388.30053711
Timestamp: 1542888750.560240984, Depth: 388.24005127
Timestamp: 1542888750.573287964, Depth: 388.20980835
Timestamp: 1542888750.586208105, Depth: 388.27029419
Timestamp: 1542888750.599200964, Depth: 388.24005127
Timestamp: 1542888750.612742901, Depth: 388.27029419
Timestamp: 1542888750.625960112, Depth: 388.20980835
Timestamp: 1542888750.638855934, Depth: 388.36102295
Timestamp: 1542888750.651982069, Depth: 388.20980835
Timestamp: 1542888750.664918900, Depth: 388.27029419
Timestamp: 1542888750.678090096, Depth: 388.30053711
Timestamp: 1542888750.691190004, Depth: 388.24005127
Timestamp: 1542888750.704147100, Depth: 388.27029419
Timestamp: 1542888750.717197895, Depth: 388.27029419
Timestamp: 1542888750.730540037, Depth: 388.24005127
Timestamp: 1542888750.743659019, Depth: 388.24005127
Timestamp: 1542888750.756705046, Depth: 388.27029419
Timestamp: 1542888750.769540071, Depth: 388.24005127
Timestamp: 1542888750.782661915, Depth: 388.24005127
Timestamp: 1542888750.795805931, Depth: 388.20980835
Timestamp: 1542888750.808959007, Depth: 388.27029419
Timestamp: 1542888750.822107792, Depth: 388.17956543
Timestamp: 1542888750.835407019, Depth: 388.20980835
Timestamp: 1542888750.848501921, Depth: 388.24005127
Timestamp: 1542888750.861726999, Depth: 388.30053711
Timestamp: 1542888750.874933958, Depth: 388.17956543
Timestamp: 1542888750.887958050, Depth: 388.20980835
Timestamp: 1542888750.901175976, Depth: 388.17956543
Timestamp: 1542888750.914401054, Depth: 388.30053711
Timestamp: 1542888750.927381039, Depth: 388.27029419
Timestamp: 1542888750.940453053, Depth: 388.27029419
Timestamp: 1542888750.953676939, Depth: 388.24005127
Timestamp: 1542888750.966675043, Depth: 388.24005127
Timestamp: 1542888750.979701996, Depth: 388.17956543
Timestamp: 1542888750.992728949, Depth: 388.24005127
Timestamp: 1542888751.005543947, Depth: 388.20980835
Timestamp: 1542888751.018673897, Depth: 388.24005127
Timestamp: 1542888751.032198906, Depth: 388.24005127
Timestamp: 1542888751.045257330, Depth: 388.24005127
Timestamp: 1542888751.058572054, Depth: 388.20980835
Timestamp: 1542888751.072500944, Depth: 388.24005127
Timestamp: 1542888751.085684061, Depth: 388.14932251
Timestamp: 1542888751.099026918, Depth: 388.33078003
Timestamp: 1542888751.112020969, Depth: 388.24005127
Timestamp: 1542888751.125118971, Depth: 388.24005127
Timestamp: 1542888751.138106108, Depth: 388.24005127
Timestamp: 1542888751.151452065, Depth: 388.24005127
Timestamp: 1542888751.164676905, Depth: 388.24005127
Timestamp: 1542888751.177704096, Depth: 388.20980835
Timestamp: 1542888751.190927982, Depth: 388.24005127
Timestamp: 1542888751.204104900, Depth: 388.20980835
Timestamp: 1542888751.217216969, Depth: 388.17956543
Timestamp: 1542888751.230235100, Depth: 388.20980835
Timestamp: 1542888751.243303061, Depth: 388.24005127
Timestamp: 1542888751.256223917, Depth: 388.24005127
Timestamp: 1542888751.269026995, Depth: 388.24005127
Timestamp: 1542888751.281923056, Depth: 388.14932251
Timestamp: 1542888751.295006037, Depth: 388.24005127
Timestamp: 1542888751.307996273, Depth: 388.17956543
Timestamp: 1542888751.321619987, Depth: 388.24005127
Timestamp: 1542888751.335195065, Depth: 388.24005127
Timestamp: 1542888751.348404884, Depth: 388.27029419
Timestamp: 1542888751.361485004, Depth: 388.14932251
Timestamp: 1542888751.374623060, Depth: 388.17956543
Timestamp: 1542888751.387659073, Depth: 388.24005127
Timestamp: 1542888751.400708914, Depth: 388.20980835
Timestamp: 1542888751.413722992, Depth: 388.24005127
Timestamp: 1542888751.426733017, Depth: 388.27029419
Timestamp: 1542888751.439819098, Depth: 388.17956543
Timestamp: 1542888751.452883005, Depth: 388.27029419
Timestamp: 1542888751.466081142, Depth: 388.20980835
Timestamp: 1542888751.479233027, Depth: 388.24005127
Timestamp: 1542888751.492264986, Depth: 388.27029419
Timestamp: 1542888751.505218983, Depth: 388.20980835
Timestamp: 1542888751.518327951, Depth: 388.17956543
Timestamp: 1542888751.531747103, Depth: 388.20980835
Timestamp: 1542888751.544763088, Depth: 388.24005127
Timestamp: 1542888751.557744026, Depth: 388.24005127
Timestamp: 1542888751.570775986, Depth: 388.24005127
Timestamp: 1542888751.583611965, Depth: 388.14932251
Timestamp: 1542888751.596818924, Depth: 388.24005127
Timestamp: 1542888751.610075951, Depth: 388.24005127
Timestamp: 1542888751.623159885, Depth: 388.24005127
Timestamp: 1542888751.636323929, Depth: 388.17956543
Timestamp: 1542888751.649533987, Depth: 388.24005127
Timestamp: 1542888751.662501097, Depth: 388.14932251
Timestamp: 1542888751.675688982, Depth: 388.20980835
Timestamp: 1542888751.688606024, Depth: 388.24005127
Timestamp: 1542888751.701502323, Depth: 388.24005127
Timestamp: 1542888751.714445114, Depth: 388.27029419
Timestamp: 1542888751.727484941, Depth: 388.27029419
Timestamp: 1542888751.741229057, Depth: 388.24005127
Timestamp: 1542888751.754271030, Depth: 388.24005127
Timestamp: 1542888751.767451048, Depth: 388.20980835
Timestamp: 1542888751.780877113, Depth: 388.14932251
Timestamp: 1542888751.794094086, Depth: 388.17956543
Timestamp: 1542888751.807435989, Depth: 388.14932251
Timestamp: 1542888751.821419954, Depth: 388.24005127
Timestamp: 1542888751.834408045, Depth: 388.20980835
Timestamp: 1542888751.847493887, Depth: 388.24005127
Timestamp: 1542888751.860937119, Depth: 388.24005127
Timestamp: 1542888751.874747038, Depth: 388.20980835
Timestamp: 1542888751.887721062, Depth: 388.20980835
Timestamp: 1542888751.900665998, Depth: 388.17956543
Timestamp: 1542888751.913476944, Depth: 388.20980835
Timestamp: 1542888751.927175999, Depth: 388.20980835
Timestamp: 1542888751.940150023, Depth: 388.17956543
Timestamp: 1542888751.953036070, Depth: 388.24005127
Timestamp: 1542888751.966432095, Depth: 388.24005127
Timestamp: 1542888751.979460955, Depth: 388.20980835
Timestamp: 1542888751.992228031, Depth: 388.14932251
Timestamp: 1542888752.005384922, Depth: 388.20980835
Timestamp: 1542888752.018378019, Depth: 388.20980835
Timestamp: 1542888752.031320095, Depth: 388.14932251
Timestamp: 1542888752.044348955, Depth: 388.24005127
Timestamp: 1542888752.057272911, Depth: 388.20980835
Timestamp: 1542888752.071220875, Depth: 388.24005127
Timestamp: 1542888752.084218025, Depth: 388.27029419
Timestamp: 1542888752.097214937, Depth: 388.30053711
Timestamp: 1542888752.110506058, Depth: 388.14932251
Timestamp: 1542888752.124560118, Depth: 388.20980835
Timestamp: 1542888752.137787104, Depth: 388.24005127
Timestamp: 1542888752.151068926, Depth: 388.14932251
Timestamp: 1542888752.164663076, Depth: 388.17956543
Timestamp: 1542888752.177669048, Depth: 388.24005127
Timestamp: 1542888752.190721035, Depth: 388.24005127
Timestamp: 1542888752.203577042, Depth: 388.14932251
Timestamp: 1542888752.216455936, Depth: 388.24005127
Timestamp: 1542888752.229585886, Depth: 388.17956543
Timestamp: 1542888752.242731094, Depth: 388.24005127
Timestamp: 1542888752.255816936, Depth: 388.24005127
Timestamp: 1542888752.268950939, Depth: 388.27029419
Timestamp: 1542888752.282160997, Depth: 388.20980835
Timestamp: 1542888752.295032024, Depth: 388.20980835
Timestamp: 1542888752.308162928, Depth: 388.24005127
Timestamp: 1542888752.321310043, Depth: 388.24005127
Timestamp: 1542888752.334849119, Depth: 388.20980835
Timestamp: 1542888752.347841978, Depth: 388.24005127
Timestamp: 1542888752.360841990, Depth: 388.17956543
Timestamp: 1542888752.373816013, Depth: 388.27029419
Timestamp: 1542888752.386734009, Depth: 388.20980835
Timestamp: 1542888752.399597168, Depth: 388.20980835
Timestamp: 1542888752.412564039, Depth: 388.14932251
Timestamp: 1542888752.425683975, Depth: 388.20980835
Timestamp: 1542888752.438717842, Depth: 388.27029419
Timestamp: 1542888752.451630116, Depth: 388.17956543
Timestamp: 1542888752.464538097, Depth: 388.17956543
Timestamp: 1542888752.477601051, Depth: 388.20980835
Timestamp: 1542888752.490570068, Depth: 388.20980835
Timestamp: 1542888752.503499985, Depth: 388.24005127
Timestamp: 1542888752.516551971, Depth: 388.20980835
Timestamp: 1542888752.529869080, Depth: 388.14932251
Timestamp: 1542888752.542907953, Depth: 388.24005127
Timestamp: 1542888752.555749893, Depth: 388.17956543
Timestamp: 1542888752.568617105, Depth: 388.17956543
Timestamp: 1542888752.581640959, Depth: 388.24005127
Timestamp: 1542888752.594644070, Depth: 388.27029419
Timestamp: 1542888752.607605934, Depth: 388.24005127
Timestamp: 1542888752.620829105, Depth: 388.33078003
Timestamp: 1542888752.634455919, Depth: 388.24005127
Timestamp: 1542888752.647640944, Depth: 388.27029419
Timestamp: 1542888752.660639048, Depth: 388.20980835
Timestamp: 1542888752.673774958, Depth: 388.14932251
Timestamp: 1542888752.687016010, Depth: 388.17956543
Timestamp: 1542888752.700001001, Depth: 388.14932251
Timestamp: 1542888752.713051081, Depth: 388.20980835
Timestamp: 1542888752.726114988, Depth: 388.11907959
